     10.0000    0.100000E-14    0.216570E-01
     10.7152    0.100000E-14    0.250069E-01
     11.4815    0.100000E-14    0.288701E-01
     12.3027    0.100000E-14    0.333247E-01
     13.1825    0.100000E-14    0.384608E-01
     14.1253    0.100000E-14    0.443820E-01
     15.1355    0.100000E-14    0.512076E-01
     16.2180    0.100000E-14    0.590753E-01
     17.3779    0.100000E-14    0.681436E-01
     18.6207    0.100000E-14    0.785947E-01
     19.9524    0.100000E-14    0.906389E-01
     21.3794    0.100000E-14    0.104518E+00
     22.9084    0.100000E-14    0.120510E+00
     24.5468    0.100000E-14    0.138935E+00
     26.3023    0.100000E-14    0.160161E+00
     28.1834    0.100000E-14    0.184611E+00
     30.1990    0.100000E-14    0.212771E+00
     32.3588    0.100000E-14    0.245198E+00
     34.6731    0.100000E-14    0.282531E+00
     37.1528    0.100000E-14    0.325501E+00
     39.8099    0.100000E-14    0.374944E+00
     42.6571    0.100000E-14    0.431814E+00
     45.7078    0.100000E-14    0.497199E+00
     48.9768    0.100000E-14    0.572333E+00
     52.4795    0.100000E-14    0.658616E+00
     56.2327    0.100000E-14    0.757627E+00
     60.2544    0.100000E-14    0.871144E+00
     64.5637    0.100000E-14    0.100115E+01
     69.1812    0.100000E-14    0.114986E+01
     74.1289    0.100000E-14    0.131971E+01
     79.4304    0.100000E-14    0.151336E+01
     85.1112    0.100000E-14    0.173369E+01
     91.1982    0.100000E-14    0.198376E+01
     97.7205    0.100000E-14    0.226676E+01
    104.7093    0.100000E-14    0.258591E+01
    112.1979    0.100000E-14    0.294434E+01
    120.2221    0.100000E-14    0.218606E+01
    128.8202    0.100000E-14    0.193799E+01
    138.0332    0.100000E-14    0.220986E+01
    147.9051    0.100000E-14    0.251056E+01
    158.4830    0.100000E-14    0.283783E+01
    169.8174    0.100000E-14    0.318831E+01
    181.9624    0.100000E-14    0.355744E+01
    194.9761    0.100000E-14    0.393955E+01
    208.9204    0.100000E-14    0.432796E+01
    223.8620    0.100000E-14    0.471526E+01
    239.8723    0.100000E-14    0.509379E+01
    257.0275    0.100000E-14    0.545638E+01
    275.4096    0.100000E-14    0.537537E+01
    295.1065    0.100000E-14    0.532691E+01
    316.2120    0.100000E-14    0.557498E+01
    338.8269    0.100000E-14    0.580475E+01
    363.0592    0.100000E-14    0.602190E+01
    389.0245    0.100000E-14    0.623307E+01
    416.8469    0.100000E-14    0.589519E+01
    446.6590    0.100000E-14    0.235530E+01
    478.6033    0.100000E-14    0.242407E+01
    512.8322    0.100000E-14    0.250406E+01
    549.5090    0.100000E-14    0.259730E+01
    588.8089    0.100000E-14    0.270529E+01
    630.9195    0.100000E-14    0.282920E+01
    676.0417    0.100000E-14    0.293730E+01
    724.3910    0.100000E-14    0.192723E+01
    776.1982    0.100000E-14    0.205166E+01
    831.7105    0.100000E-14    0.219326E+01
    891.1930    0.100000E-14    0.233633E+01
    954.9296    0.100000E-14    0.172295E+01
   1023.2244    0.100000E-14    0.528450E+00
   1096.4036    0.100000E-14    0.157794E-03
   1174.8165    0.100000E-14    0.449388E-03
   1258.8373    0.100000E-14    0.983738E-03
   1348.8671    0.100000E-14    0.180107E-02
   1445.3357    0.100000E-14    0.260556E-02
   1548.7036    0.100000E-14    0.889247E-03
   1659.4641    0.100000E-14    0.533564E-04
   1778.1460    0.100000E-14    0.113570E-04
   1905.3159    0.100000E-14    0.872873E-05
   2041.5807    0.100000E-14    0.970946E-05
   2187.5910    0.100000E-14    0.153915E-04
   2344.0436    0.100000E-14    0.282440E-04
   2511.6855    0.100000E-14    0.445912E-04
   2691.3168    0.100000E-14    0.577817E-04
   2883.7950    0.100000E-14    0.611018E-04
   3090.0389    0.100000E-14    0.615204E-04
   3311.0331    0.100000E-14    0.767162E-04
   3547.8323    0.100000E-14    0.155912E-03
   3801.5670    0.100000E-14    0.450546E-03
   4073.4484    0.100000E-14    0.149483E-02
   4364.7742    0.100000E-14    0.504128E-02
   4676.9351    0.100000E-14    0.162776E-01
   5011.4213    0.100000E-14    0.475370E-01
   5369.8293    0.100000E-14    0.114633E+00
   5753.8700    0.100000E-14    0.208494E+00
   6165.3766    0.100000E-14    0.262672E+00
   6606.3134    0.100000E-14    0.278871E+00
   7078.7853    0.100000E-14    0.281875E+00
   7585.0475    0.100000E-14    0.282286E+00
   8127.5167    0.100000E-14    0.282306E+00
   8708.7824    0.100000E-14    0.282251E+00
   9331.6191    0.100000E-14    0.282169E+00
   9999.0000    0.100000E-14    0.282121E+00
     10.0000    0.112202E-14    0.216570E-01
     10.7152    0.112202E-14    0.250069E-01
     11.4815    0.112202E-14    0.288701E-01
     12.3027    0.112202E-14    0.333247E-01
     13.1825    0.112202E-14    0.384608E-01
     14.1253    0.112202E-14    0.443820E-01
     15.1355    0.112202E-14    0.512076E-01
     16.2180    0.112202E-14    0.590753E-01
     17.3779    0.112202E-14    0.681436E-01
     18.6207    0.112202E-14    0.785947E-01
     19.9524    0.112202E-14    0.906389E-01
     21.3794    0.112202E-14    0.104518E+00
     22.9084    0.112202E-14    0.120510E+00
     24.5468    0.112202E-14    0.138935E+00
     26.3023    0.112202E-14    0.160161E+00
     28.1834    0.112202E-14    0.184611E+00
     30.1990    0.112202E-14    0.212771E+00
     32.3588    0.112202E-14    0.245198E+00
     34.6731    0.112202E-14    0.282531E+00
     37.1528    0.112202E-14    0.325501E+00
     39.8099    0.112202E-14    0.374944E+00
     42.6571    0.112202E-14    0.431814E+00
     45.7078    0.112202E-14    0.497199E+00
     48.9768    0.112202E-14    0.572333E+00
     52.4795    0.112202E-14    0.658616E+00
     56.2327    0.112202E-14    0.757627E+00
     60.2544    0.112202E-14    0.871144E+00
     64.5637    0.112202E-14    0.100115E+01
     69.1812    0.112202E-14    0.114986E+01
     74.1289    0.112202E-14    0.131971E+01
     79.4304    0.112202E-14    0.151336E+01
     85.1112    0.112202E-14    0.173369E+01
     91.1982    0.112202E-14    0.198376E+01
     97.7205    0.112202E-14    0.226676E+01
    104.7093    0.112202E-14    0.258591E+01
    112.1979    0.112202E-14    0.294434E+01
    120.2221    0.112202E-14    0.221535E+01
    128.8202    0.112202E-14    0.193799E+01
    138.0332    0.112202E-14    0.220986E+01
    147.9051    0.112202E-14    0.251056E+01
    158.4830    0.112202E-14    0.283783E+01
    169.8174    0.112202E-14    0.318831E+01
    181.9624    0.112202E-14    0.355744E+01
    194.9761    0.112202E-14    0.393955E+01
    208.9204    0.112202E-14    0.432796E+01
    223.8620    0.112202E-14    0.471526E+01
    239.8723    0.112202E-14    0.509379E+01
    257.0275    0.112202E-14    0.545638E+01
    275.4096    0.112202E-14    0.537537E+01
    295.1065    0.112202E-14    0.532691E+01
    316.2120    0.112202E-14    0.557498E+01
    338.8269    0.112202E-14    0.580475E+01
    363.0592    0.112202E-14    0.602190E+01
    389.0245    0.112202E-14    0.623307E+01
    416.8469    0.112202E-14    0.589519E+01
    446.6590    0.112202E-14    0.235530E+01
    478.6033    0.112202E-14    0.242407E+01
    512.8322    0.112202E-14    0.250406E+01
    549.5090    0.112202E-14    0.259730E+01
    588.8089    0.112202E-14    0.270529E+01
    630.9195    0.112202E-14    0.282920E+01
    676.0417    0.112202E-14    0.293730E+01
    724.3910    0.112202E-14    0.192723E+01
    776.1982    0.112202E-14    0.205166E+01
    831.7105    0.112202E-14    0.219326E+01
    891.1930    0.112202E-14    0.233977E+01
    954.9296    0.112202E-14    0.173840E+01
   1023.2244    0.112202E-14    0.542117E+00
   1096.4036    0.112202E-14    0.157751E-03
   1174.8165    0.112202E-14    0.449278E-03
   1258.8373    0.112202E-14    0.983784E-03
   1348.8671    0.112202E-14    0.180331E-02
   1445.3357    0.112202E-14    0.265399E-02
   1548.7036    0.112202E-14    0.102115E-02
   1659.4641    0.112202E-14    0.629750E-04
   1778.1460    0.112202E-14    0.119934E-04
   1905.3159    0.112202E-14    0.881208E-05
   2041.5807    0.112202E-14    0.965314E-05
   2187.5910    0.112202E-14    0.150631E-04
   2344.0436    0.112202E-14    0.276386E-04
   2511.6855    0.112202E-14    0.440154E-04
   2691.3168    0.112202E-14    0.576268E-04
   2883.7950    0.112202E-14    0.613964E-04
   3090.0389    0.112202E-14    0.615679E-04
   3311.0331    0.112202E-14    0.755599E-04
   3547.8323    0.112202E-14    0.150274E-03
   3801.5670    0.112202E-14    0.429101E-03
   4073.4484    0.112202E-14    0.141369E-02
   4364.7742    0.112202E-14    0.475166E-02
   4676.9351    0.112202E-14    0.153341E-01
   5011.4213    0.112202E-14    0.449262E-01
   5369.8293    0.112202E-14    0.109516E+00
   5753.8700    0.112202E-14    0.203281E+00
   6165.3766    0.112202E-14    0.260681E+00
   6606.3134    0.112202E-14    0.278514E+00
   7078.7853    0.112202E-14    0.281885E+00
   7585.0475    0.112202E-14    0.282333E+00
   8127.5167    0.112202E-14    0.282353E+00
   8708.7824    0.112202E-14    0.282297E+00
